unidade;ano;mes;altas_ate_10h;saidas;tx_alta_ate_10h
MOV;2022;4;147;498;0,29518072289156627
MOV;2022;5;195;571;0,3415061295971979
MOV;2022;6;164;547;0,29981718464351004
MOV;2022;7;185;575;0,3217391304347826
MOV;2022;8;156;525;0,29714285714285715
MOV;2022;9;164;504;0,3253968253968254
MOV;2022;10;187;488;0,3831967213114754
MOV;2022;11;195;532;0,36654135338345867
MOV;2022;12;191;561;0,3404634581105169
MOV;2023;1;160;523;0,30592734225621415
MOV;2023;2;187;512;0,365234375
MOV;2023;3;174;614;0,28338762214983715
MOV;2023;4;126;538;0,2342007434944238
MOV;2023;5;124;546;0,2271062271062271
MOV;2023;6;133;632;0,21044303797468356
MOV;2023;7;138;580;0,23793103448275862
MOV;2023;8;199;599;0,332220367278798
MOV;2023;9;191;561;0,3404634581105169
MOV;2023;10;212;634;0,334384858044164
MOV;2023;11;214;595;0,3596638655462185
MOV;2023;12;214;635;0,33700787401574805
MOV;2024;1;202;569;0,35500878734622143
MOV;2024;2;179;606;0,2953795379537954
MOV;2024;3;157;650;0,24153846153846154
MOV;2024;4;169;618;0,27346278317152106
MOV;2024;5;201;631;0,3185419968304279
MOV;2024;6;184;558;0,32974910394265233
MOV;2024;7;199;569;0,34973637961335674
MOV;2024;8;177;581;0,3046471600688468
MOV;2024;9;206;628;0,32802547770700635
MOV;2024;10;237;540;0,4388888888888889
MOV;2024;11;185;516;0,35852713178294576
MOV;2024;12;206;541;0,3807763401109057
MOV;2025;1;202;593;0,3406408094435076
MOV;2025;2;206;575;0,3582608695652174
MOV;2025;3;170;693;0,2453102453102453
MOV;2025;4;185;628;0,2945859872611465
MOV;2025;5;171;665;0,2571428571428571
MOV;2025;6;202;597;0,33835845896147404
MOV;2025;7;238;564;0,4219858156028369
MOV;2025;8;173;536;0,32276119402985076
MOV;2025;9;208;600;0,3466666666666667
MOV;2025;10;240;591;0,40609137055837563
MOV;2025;11;205;562;0,36476868327402134
MOV;2025;12;208;558;0,3727598566308244
MOV;2026;1;223;569;0,39191564147627417
MOV;2026;2;243;586;0,41467576791808874
MOV;2026;3;197;654;0,3012232415902141
